ID	Value
htd10001	[[प्राचीन\JJ समय\N_NN में\PSP]]_NP [[उड़ीसा\N_NNP को\PSP ’\RD_PUNC]]_NP [[कलिंग\N_NNP ’\RD_PUNC के\PSP]]_NP [[नाम\N_NN से\PSP]]_NP [[जाना\V_VM जाता\V_VAUX था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
htd10002	[[ईसा\N_NST पूर्व\N_NST]]_NP [[तीसरी\QT_QTO शताब्दी\N_NN (\RD_SYM ई.\N_NST]]_NP [[पू.\N_NN 268\QT_QTC )\RD_SYM में\PSP]]_NP [[मौर्य\JJ सम्राट\N_NN]]_NP [[अशोक\N_NNP ने\PSP]]_NP [[कलिंग\N_NNP पर\PSP]]_NP [[विजय\N_NN]]_NP [[प्राप्‍त\V_VM की\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
htd10003	[[युद्ध\N_NN के\PSP दौरान\N_NN]]_NP [[हुए\V_VM]]_VGF [[भीषण\JJ रक्‍तपात\N_NN ने\PSP]]_NP [[उसे\PR_PRP]]_NP [[बौद्ध\JJ धर्म\N_NN]]_NP [[अपनाने\V_VM को\PSP]]_VGINF [[मजबूर\N_NN]]_NP [[कर\V_VM दिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
htd10004	[[चौथी\QT_QTO शताब्दी\N_NN में\PSP]]_NP [[यहाँ\N_NST]]_NP [[समुद्रगुप्‍त\N_NNP ,\RD_PUNC 610\QT_QTC ई.\N_NN में\PSP]]_NP [[शशांक\N_NNP ,\RD_PUNC]]_NP [[सातवीं\QT_QTO शताब्दी\N_NN में\PSP]]_NP [[गंग\N_NNP वंश\N_NN]]_NP [[तथा\CC_CCS]]_CCP [[795\QT_QTC ई.\N_NST में\PSP]]_NP [[महाशिव\N_NNP गुप्‍त\N_NNP ययाति\N_NNP द्वितीय\QT_QTO शासक\N_NN]]_NP [[बना\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
htd10005	[[पुरी\N_NNP के\PSP]]_NP [[विश्‍वविख्यात\JJ जगन्नाथ\N_NNP मंदिर\N_NN का\PSP]]_NP [[निर्माण\N_NN]]_NP [[उसी\DM_DMD के\PSP]]_NP [[शासनकाल\N_NN में\PSP]]_NP [[हुआ\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
htd10006	[[14वीं\QT_QTO शताब्दी\N_NN से\PSP]]_NP [[1592\QT_QTC तक\PSP]]_NP [[उड़ीसा\N_NNP (\RD_SYM कलिंग\N_NNP )\RD_SYM पर\PSP]]_NP [[मुस्लिम\JJ शासकों\N_NN ने\PSP]]_NP [[शासन\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
htd10007	[[मुगलों\N_NNP के\PSP]]_NP [[पतन\N_NN के\PSP पश्‍चात\PSP]]_NP [[उड़ीसा\N_NNP में\PSP]]_NP [[मराठों\N_NNP का\PSP]]_NP [[शासन\N_NN]]_NP [[रहा\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
htd10008	[[19\QT_QTC अगस्त\N_NNP ,\RD_PUNC 1949\QT_QTC को\PSP]]_NP [[विभिन्न\JJ रियासतों\N_NN को\PSP]]_NP [[मिलाकर\V_VM]]_VGF [[उड़ीसा\N_NNP को\PSP]]_NP [[एक\QT_QTC स्वतंत्र\JJ राज्य\N_NN]]_NP [[घोषित\V_VM किया\V_VAUX गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
htd10009	[[महानदी\N_NNP ,\RD_PUNC ब्रह्माणी\N_NNP तथा\CC_CCD वैतरणी\N_NNP उड़ीसा\N_NNP प्रांत\N_NN की\PSP]]_NP [[तीन\QT_QTC प्रमुख\JJ नदियाँ\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
htd10010	[[सबसे\RP_INTF प्रसिद्ध\JJ व\CC_CCS बड़ी\JJ झील\N_NN]]_NP [[चिल्का\N_NNP उड़ीसा\N_NNP में\PSP ही\RP_RPD]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
