ID	Value
htd1	[[সপ্তপুরি\N_NN দর্শন\N_NN]]_NP [[করে\V_VM_VNF]]_VGNF [[মোক্ষলাভ\N_NN]]_NP [[হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd2	[[হিন্দু\N_NN ধর্মে\N_NN]]_NP [[তীর্থের\N_NN]]_NP [[যথেষ্ট\JJ মহত্ব\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd3	[[যদিও\PSP]]_CCP [[সমস্ত\QT_QTF তীর্থ\N_NN]]_NP [[যথেষ্ট\JJ গুরুত্বপূর্ণ,\N_NN]]_JJP [[তাও\PSP]]_CCP [[সাতটি\QT_QTC জায়গার\N_NN]]_NP [[বিশেষ\JJ গুরুত্ব\N_NN]]_NP [[ও\CC_CCD]]_CCP [[মহত্ব\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd4	[[এই\DM_DMD সাতটি\QT_QTC ধর্মস্থল\N_NN]]_NP [[সাত\QT_QTC নগর\N_NN]]_NP [[বা\CC_CCD]]_CCP [[সপ্তপুরি\N-NNP নামে\N_NN]]_NP [[পরিচিত\N_NN]]_JJP [[৷\RD_PUNC]]_BLK 
htd5	[[এটা\DM_DMD বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[যে\RP_RPD]]_CCP [[চর্তুদশীতে\N_NN]]_NP [[এই\DM_DMD সপ্তপুরি\N-NNP]]_NP [[দর্শন\N_NN করলে\V_VM_VNF]]_VGNF [[মোক্ষলাভ\N_NN হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd6	[[এর\PR_PRL নাম\N_NN বেনারস\N-NNP]]_NP [[বা\CC_CCD]]_CCP [[বারাণসীও\N-NNP]]_NP [[৷\RD_PUNC]]_BLK
htd7	[[গঙ্গার\N-NNP ধারে\N_NN]]_NP [[অবস্থিত\N_NN]]_JJP [[এটা\DM_DMD হল\V_VAUX]]_VGF [[শঙ্কর\N-NNP ভগবানের\N_NN নগর\N_NN]]_NP [[৷\RD_PUNC]]_BLK
htd8	[[মোগলসরাই\N-NNP থেকে\PSP অমৃতসর\N-NNP]]_NP [[তথা\RP_RPD]]_CCP [[দেরারুন\N-NNP যাওয়ার\V_VM_VNG]]_VGNN [[প্রধাণ\JJ রেললাইনে\N_NN]]_NP [[মোগলসরাই\N-NNP স্টেশন\N_NN থেকে\PSP]]_NP [[৭\QT_QTC কিলোমিটার\N_NN দূরত্বে\N_NN]]_NP কাশী\N-NNP [[আর\N_NN]]_CCP [[তার\PR_PRL থেকে\PSP]]_NP [[৪\QT_QTC মাইল\N_NN এগিয়ে\V_VM_VNF]]_VGNF [[বেনারস\N-NNP ছাবনি\N-NNP স্টেশন\N_NN]]_NP [[পড়ে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd9	[[এলাহাবাদের\N-NNP প্রয়াগ\N-NNP স্টেশন\N_NN থেকেও\PSP]]_NP [[একটা\QT_QTC সোজা\JJ লাইন\N_NN]]_NP [[কাশী\N-NNP হয়ে\V_VM_VNF]]_NP [[বেনারস\N-NNP ছাবনি\N-NNP পর্যন্ত\PSP যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10	[[পূর্ব\N_NN রেলওয়ের\N_NN]]_NP [[একটা\QT_QTC লাইন\N_NN ভাটনী\N-NNP থেকে\PSP]]_NP [[আর\CC_CCD]]_CCP [[দ্বিতীয়টি\QT_QTO ছাপরা\N-NNP হয়ে\V_VM_VNF]]_NP [[এলাহাবাদ\N-NNP সিটি\N_NN যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
